Weather_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Port Keats,AU,-14.25,129.55,85.14,76,92,10.33,overcast clouds
345,Denpasar,ID,-8.65,115.22,80.6,88,20,5.82,few clouds
346,Makushino,RU,55.21,67.24,13.96,95,79,8.99,broken clouds
347,Ahipara,NZ,-35.17,173.17,64.87,90,100,13.87,light rain
348,Margate,GB,51.38,1.39,50.0,84,88,5.01,overcast clouds
349,Cangzhou,CN,38.32,116.87,37.18,79,42,4.83,scattered clouds
350,Chapais,CA,49.78,-74.85,15.8,72,75,9.17,light snow
351,San Vicente,AR,-26.62,-54.13,91.63,23,1,6.08,clear sky
352,Blyth,GB,55.13,-1.51,51.8,71,92,9.17,overcast clouds
353,Davila,PH,18.47,120.58,78.31,76,0,20.13,clear sky
354,Rio Grande,BR,-32.03,-52.1,87.8,55,0,13.87,clear sky
355,Uyemskiy,RU,64.47,40.85,30.2,100,90,4.47,light shower snow
356,Rawson,AR,-43.3,-65.1,68.41,26,0,4.61,clear sky
357,Khani,GE,41.96,42.96,41.0,75,0,3.36,clear sky
358,Macenta,GN,8.54,-9.47,88.86,28,43,3.06,scattered clouds
359,Nanortalik,GL,60.14,-45.24,29.62,97,100,15.57,overcast clouds
360,Caxito,AO,-8.58,13.66,84.2,70,75,6.93,broken clouds
361,Strezhevoy,RU,60.73,77.59,15.8,92,75,8.95,broken clouds
362,Haines Junction,CA,60.75,-137.51,17.6,72,100,4.7,overcast clouds
363,Poya,NC,-21.35,165.15,72.34,78,0,6.64,clear sky
364,Olafsvik,IS,64.89,-23.71,36.46,81,97,23.98,overcast clouds
365,Aksarka,RU,66.56,67.8,9.09,96,98,9.26,overcast clouds
366,Lexington,US,37.99,-84.48,50.0,61,20,6.93,few clouds
367,Kitimat,CA,54.05,-128.65,37.0,96,100,5.86,light rain
368,Saint-Joseph,RE,-21.37,55.62,77.0,73,57,11.21,broken clouds
369,Namibe,AO,-15.2,12.15,72.37,69,64,9.08,broken clouds
370,Yar-Sale,RU,66.83,70.83,10.78,96,99,11.74,overcast clouds
371,Carutapera,BR,-1.2,-46.02,86.04,62,41,11.36,scattered clouds
372,Zhigansk,RU,66.77,123.37,-1.14,91,98,13.76,overcast clouds
373,Kabinda,CD,-6.13,24.48,69.06,97,100,3.15,overcast clouds
374,Elizabeth City,US,36.29,-76.25,52.0,57,0,8.25,clear sky
375,Komsomolskiy,UZ,40.43,71.72,26.6,86,100,4.7,mist
376,Le Pradet,FR,43.11,6.02,55.4,58,0,9.17,clear sky
377,Guiratinga,BR,-16.35,-53.76,91.0,44,0,9.35,clear sky
378,Springbok,ZA,-29.66,17.89,56.89,59,0,16.58,clear sky
379,Nacogdoches,US,31.6,-94.63,66.0,82,90,10.29,overcast clouds
380,Kuopio,FI,62.89,27.68,30.2,86,75,11.41,broken clouds
381,Punta Cardon,VE,11.66,-70.22,85.21,70,13,19.62,few clouds
382,Kurilsk,RU,45.23,147.88,36.43,79,100,20.47,overcast clouds
383,Guaiba,BR,-30.11,-51.33,91.4,33,0,3.36,clear sky
384,Nosy Varika,MG,-20.58,48.53,75.24,83,23,7.49,few clouds
385,Iquique,CL,-20.22,-70.14,68.0,60,40,12.75,scattered clouds
386,Kruisfontein,ZA,-34.0,24.73,62.01,71,19,8.99,few clouds
387,Krasnomayskiy,RU,57.62,34.41,33.24,94,85,6.55,overcast clouds
388,Vila Franca Do Campo,PT,37.72,-25.43,59.0,51,20,16.11,few clouds
389,Loreto,MX,22.27,-101.97,68.79,28,0,5.21,clear sky
390,Jaciara,BR,-15.97,-54.97,94.96,38,11,11.23,few clouds
391,Ixtapa,MX,20.7,-105.2,78.8,69,5,4.7,clear sky
392,Buinsk,RU,54.95,48.28,32.0,98,90,13.42,light rain and snow
393,Silvania,BR,-16.66,-48.61,86.0,48,75,11.41,broken clouds
394,Lannion,FR,48.75,-3.42,55.4,82,90,10.29,overcast clouds
395,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,82.89,88,99,1.52,moderate rain
396,Sovetskiy,RU,61.36,63.58,21.96,91,100,9.51,overcast clouds
397,Sorong,ID,-0.88,131.25,81.77,78,84,2.95,moderate rain
398,Naryan-Mar,RU,67.67,53.09,20.26,97,86,10.56,overcast clouds
399,Klaksvik,FO,62.23,-6.59,42.8,87,28,10.29,light rain
400,Okhotsk,RU,59.38,143.3,-4.83,86,10,21.18,clear sky
401,Half Moon Bay,US,37.46,-122.43,53.01,100,90,2.33,overcast clouds
402,Ewa Beach,US,21.32,-158.01,75.2,88,75,4.7,broken clouds
403,Prince George,CA,53.92,-122.75,35.6,80,90,18.34,overcast clouds
404,Bismil,TR,37.85,40.67,46.4,46,40,0.4,scattered clouds
405,Mildura,AU,-34.2,142.15,66.2,45,69,6.93,broken clouds
406,Bud,US,39.45,-86.18,44.01,75,90,9.17,overcast clouds
407,Bray,IE,53.2,-6.1,45.0,95,98,1.99,light rain
408,Boa Vista,BR,2.82,-60.67,91.4,49,75,8.05,broken clouds
409,Nemuro,JP,43.32,145.57,36.05,79,46,5.61,scattered clouds
410,San Quintin,MX,30.48,-115.95,61.52,68,3,3.67,clear sky
411,Port Macquarie,AU,-31.43,152.92,59.0,93,83,6.62,broken clouds
412,Dobric,RS,44.7,19.58,41.0,80,90,3.36,overcast clouds
413,Champerico,GT,14.3,-91.92,86.0,62,0,4.85,clear sky
414,Iida,JP,35.52,137.82,45.0,97,38,1.28,scattered clouds
415,Duluth,US,46.78,-92.11,33.8,80,90,3.36,overcast clouds
416,Puerto Colombia,CO,10.99,-74.95,87.8,74,40,9.17,scattered clouds
417,Acapulco,MX,16.86,-99.89,84.2,70,5,3.65,clear sky
418,Fortuna,US,40.6,-124.16,46.99,100,90,6.93,overcast clouds
419,Cherskiy,RU,68.75,161.3,-6.72,91,91,5.57,overcast clouds
420,Neiafu,TO,-18.65,-173.98,73.4,94,40,16.42,scattered clouds
421,Filiates,GR,39.6,20.31,60.8,77,0,1.57,clear sky
422,Kashary,RU,49.04,41.01,33.93,96,100,8.16,overcast clouds
423,Port Lincoln,AU,-34.73,135.87,60.82,66,0,8.68,light rain
424,Coihaique,CL,-45.58,-72.07,53.6,50,75,5.82,broken clouds
425,Ranong,TH,9.97,98.63,78.01,81,1,4.65,clear sky
426,Kikwit,CD,-5.04,18.82,74.12,84,100,0.78,overcast clouds
427,Charcas,MX,23.13,-101.12,67.86,29,2,10.74,clear sky
428,Sioux Lookout,CA,50.1,-91.92,23.0,85,90,9.17,overcast clouds
429,Mount Isa,AU,-20.73,139.5,87.8,23,64,10.29,broken clouds
430,Mehriz,IR,31.59,54.43,50.0,53,20,4.7,few clouds
431,Zemio,CF,5.03,25.14,75.99,56,46,3.78,scattered clouds
432,Maniitsoq,GL,65.42,-52.9,28.26,98,100,25.59,overcast clouds
433,Cockburn Town,TC,21.46,-71.14,79.93,78,9,17.38,light rain
434,Cortes,ES,41.94,-1.44,50.0,66,100,4.7,overcast clouds
435,Susanville,US,40.42,-120.65,32.0,72,1,1.77,clear sky
436,Dauphin,CA,51.15,-100.05,26.6,92,90,6.93,overcast clouds
437,Narrabri,AU,-30.32,149.78,68.0,49,1,8.05,clear sky
438,Atar,MR,20.52,-13.05,81.48,14,60,16.06,broken clouds
439,Huarmey,PE,-10.07,-78.15,70.79,63,19,13.02,few clouds
440,Jiamusi,CN,46.83,130.35,20.59,96,99,5.12,overcast clouds
441,Bemidji,US,47.47,-94.88,32.0,100,90,9.17,light intensity drizzle
442,Urengoy,RU,65.97,78.37,5.49,95,75,9.08,broken clouds
443,Vestmannaeyjar,IS,63.44,-20.27,37.4,74,75,11.41,broken clouds
444,Bartica,GY,6.4,-58.62,84.2,79,75,13.87,shower rain
445,Nouadhibou,MR,20.93,-17.03,84.2,13,90,8.05,overcast clouds
446,Siljan,NO,59.29,9.71,48.0,1,100,2.3,overcast clouds
447,Canora,CA,51.63,-102.43,14.0,85,90,11.41,overcast clouds
448,Bereda,ES,43.27,-7.54,55.99,73,72,8.01,broken clouds
449,Bonnyville,CA,54.27,-110.73,24.8,92,90,6.93,overcast clouds
450,Nelson Bay,AU,-32.72,152.15,59.0,100,40,3.11,scattered clouds
451,Hirara,JP,24.8,125.28,74.17,76,84,20.27,broken clouds
452,Qasigiannguit,GL,68.82,-51.19,15.8,52,20,31.09,few clouds
453,Saint Anthony,US,45.02,-93.22,36.0,88,90,10.29,mist
454,Boguchany,RU,58.38,97.45,7.18,93,50,2.53,scattered clouds
455,Vao,NC,-22.67,167.48,74.16,71,0,10.71,clear sky
456,La Asuncion,VE,11.03,-63.86,82.56,73,2,17.92,clear sky
457,Blackfoot,US,43.19,-112.34,30.2,80,90,8.05,overcast clouds
458,Progreso Industrial,MX,19.63,-99.36,71.01,36,5,2.68,clear sky
459,Mokrousovo,RU,55.81,66.77,14.52,95,99,10.18,overcast clouds
460,Nioro,GM,13.35,-15.75,97.81,13,20,6.62,few clouds
461,Sabana Grande De Boya,DO,18.95,-69.79,86.0,83,40,4.7,scattered clouds
462,Mweka,CD,-4.85,21.57,70.63,98,100,1.39,overcast clouds
463,Daru,PG,-9.08,143.21,79.03,86,84,3.98,broken clouds
464,Silver City,US,32.77,-108.28,50.0,39,40,27.51,scattered clouds
465,Isla Mujeres,MX,21.23,-86.73,84.2,66,40,12.75,scattered clouds
466,Santiago Del Estero,AR,-27.8,-64.26,106.25,20,29,19.19,scattered clouds
467,Port Pirie,AU,-33.18,138.02,60.8,82,44,5.82,scattered clouds
468,Jizan,SA,17.33,42.67,86.0,74,20,6.93,few clouds
469,Torbay,CA,47.67,-52.73,53.01,100,90,36.91,heavy intensity rain
470,Paamiut,GL,61.99,-49.67,31.48,94,100,31.92,overcast clouds
471,Balikpapan,ID,-1.27,116.83,77.0,87,77,1.74,broken clouds
472,Bandarbeyla,SO,9.49,50.81,77.34,79,0,8.66,clear sky
473,Kavieng,PG,-2.57,150.8,83.1,75,100,11.23,overcast clouds
474,Bani,DO,18.28,-70.33,86.0,70,40,11.41,scattered clouds
475,Kirakira,SB,-10.45,161.92,78.33,77,51,1.41,light rain
476,Rio Linda,US,38.69,-121.45,50.0,87,1,4.7,clear sky
477,Ossora,RU,59.24,163.07,14.9,85,0,5.91,clear sky
478,Constantine,DZ,36.37,6.61,55.4,71,40,3.36,scattered clouds
479,Leeton,AU,-34.57,146.4,59.0,67,0,2.24,clear sky
480,Reading,GB,51.46,-0.97,51.01,81,0,17.22,clear sky
481,Padre Paraiso,BR,-17.07,-41.48,71.65,90,93,6.64,moderate rain
482,Milkovo,RU,54.72,158.62,13.66,91,91,6.64,overcast clouds
483,Pimentel,PE,-6.84,-79.93,73.4,56,0,18.34,clear sky
484,Senno,RU,59.53,33.92,32.0,94,98,3.0,overcast clouds
485,Husavik,IS,66.04,-17.34,32.0,96,75,8.05,broken clouds
486,Birao,CF,10.28,22.79,82.44,23,55,3.94,broken clouds
487,Srandakan,ID,-7.94,110.25,78.04,79,100,3.11,overcast clouds
488,Santa Lucia,ES,27.91,-15.54,73.99,56,0,5.82,clear sky
489,Fare,PF,-16.7,-151.02,81.25,75,44,7.83,scattered clouds
490,Cuiluan,CN,47.72,128.65,19.17,96,100,2.51,light snow
491,Palu,ID,-0.89,119.87,76.3,80,94,2.01,overcast clouds
492,Arlit,NE,18.74,7.39,80.04,15,0,7.85,clear sky
493,Wamba,NG,8.93,8.6,84.94,35,89,4.25,overcast clouds
494,Atherton,GB,53.52,-2.49,53.01,72,100,8.01,overcast clouds
495,Gemena,CD,3.25,19.77,77.13,73,100,1.63,overcast clouds
496,Melito Di Porto Salvo,IT,37.92,15.77,64.0,93,40,4.7,scattered clouds
497,Kinel-Cherkassy,RU,53.47,51.47,28.58,97,100,13.18,overcast clouds
498,Kizema,RU,61.11,44.83,25.12,98,100,5.82,light snow
499,Marsa Matruh,EG,31.35,27.25,66.2,72,75,6.93,broken clouds
500,Suntar,RU,62.14,117.63,-2.6,91,43,6.08,scattered clouds
501,Kununurra,AU,-15.77,128.73,75.2,100,40,13.87,thunderstorm
502,Musson,BE,49.58,5.7,43.0,94,68,5.97,broken clouds
503,Traverse City,US,44.76,-85.62,32.0,68,90,11.41,overcast clouds
504,Verkhnevilyuysk,RU,63.45,120.32,-0.44,91,100,9.22,overcast clouds
505,Labuhan,ID,-6.88,112.21,79.88,82,100,10.71,light rain
506,Kalemie,CD,-5.95,29.19,73.51,82,92,8.39,light rain
507,Grafton,US,42.21,-71.69,43.0,50,0,4.0,clear sky
508,Mariinsk,RU,56.21,87.75,7.95,95,5,4.14,clear sky
509,Sorland,NO,67.67,12.69,42.8,87,75,29.97,broken clouds
510,Acajutla,SV,13.59,-89.83,82.4,58,20,6.93,few clouds
511,Kaita,JP,34.37,132.55,50.0,76,40,8.05,scattered clouds
512,Mozarlandia,BR,-14.74,-50.57,91.22,45,24,12.5,few clouds
513,Anadyr,RU,64.75,177.48,23.0,92,75,26.84,shower snow
514,Mao,ES,39.89,4.27,57.2,67,20,4.7,few clouds
515,Tulun,RU,54.56,100.58,7.59,95,3,1.77,clear sky
516,Teeli,RU,51.03,90.23,13.66,95,99,0.94,overcast clouds
517,Manacapuru,BR,-3.3,-60.62,75.2,94,90,8.05,light rain
518,Irig,RS,45.1,19.86,41.0,93,90,1.12,overcast clouds
519,Las Vegas,US,36.17,-115.14,55.99,25,1,12.75,clear sky
520,Aleksandrovskoye,RU,44.71,43.0,33.8,80,100,2.24,moderate rain
521,Samarai,PG,-10.62,150.67,80.42,78,76,10.94,broken clouds
522,Bilibino,RU,68.05,166.44,-3.24,89,91,1.88,overcast clouds
523,Yulara,AU,-25.24,130.99,82.4,20,22,9.17,few clouds
524,Tanout,NE,14.97,8.89,82.9,19,8,6.15,clear sky
525,Lumby,CA,50.25,-118.97,37.0,84,90,2.24,overcast clouds
526,Kiruna,SE,67.86,20.23,24.8,85,75,8.05,broken clouds
527,Canton,CN,23.12,113.25,71.01,68,75,4.47,broken clouds
528,Zhizdra,RU,53.75,34.74,33.57,92,91,9.26,overcast clouds
529,Kenora,CA,49.82,-94.43,24.8,92,90,11.41,overcast clouds
530,Ukiah,US,39.15,-123.21,50.0,86,1,1.25,clear sky
531,Pelotas,BR,-31.77,-52.34,87.8,55,0,13.87,clear sky
532,Burns Lake,CA,54.23,-125.75,23.0,100,65,1.12,broken clouds
533,Ginir,ET,7.13,40.7,61.47,60,22,1.19,few clouds
534,Kaka,TM,37.35,59.61,39.81,68,61,3.8,broken clouds
535,Oksfjord,NO,70.24,22.35,33.8,64,20,13.87,few clouds
536,Ingham,US,42.6,-84.38,34.0,80,90,9.17,overcast clouds
537,Demirci,TR,39.05,28.66,39.97,72,98,8.01,overcast clouds
538,Batagay,RU,67.63,134.63,-16.28,87,100,2.15,overcast clouds
539,Le Robert,MQ,14.68,-60.94,86.0,70,75,17.22,broken clouds
540,Rudbar,AF,30.15,62.6,54.23,34,0,6.31,clear sky
541,Ardesen,TR,41.19,40.99,46.4,81,0,10.29,clear sky
542,Tura,IN,25.52,90.22,60.78,86,65,3.49,broken clouds
543,Carrollton,US,32.95,-96.89,61.0,82,90,10.29,mist
544,Santarem,BR,-2.44,-54.71,87.8,70,40,14.99,scattered clouds
545,Mandera,KE,3.94,41.87,92.86,34,33,2.46,scattered clouds
546,Dingle,PH,11.0,122.67,74.77,92,99,8.84,light rain
547,Muli,MV,2.92,73.57,82.8,71,48,9.04,scattered clouds
548,Tari,NG,12.41,4.49,85.1,27,24,2.71,few clouds
549,Dimbokro,CI,6.65,-4.7,86.31,60,90,2.86,overcast clouds
550,Eureka,US,40.8,-124.16,46.99,100,1,1.77,mist
551,Biltine,TD,14.53,20.92,80.6,19,1,8.23,clear sky
552,Hami,CN,42.8,93.45,18.32,73,9,1.45,clear sky
553,Astana,KZ,51.18,71.45,21.2,85,90,11.18,light snow
554,Fairbanks,US,64.84,-147.72,3.99,84,90,3.15,light snow
555,Mazyr,BY,52.05,29.25,40.87,88,84,13.47,light rain
556,Port Hardy,CA,50.7,-127.42,42.8,100,90,3.36,overcast clouds
557,Orsk,RU,51.2,58.57,10.4,78,0,11.18,clear sky
558,Tanggu,CN,39.02,117.65,30.2,92,50,4.72,mist
559,Abu Dhabi,AE,24.47,54.37,77.0,57,75,8.05,broken clouds
560,Greenwood,US,34.17,-82.12,53.01,57,1,6.93,clear sky
561,Hovd,MN,48.01,91.64,11.21,82,21,0.54,few clouds
562,Vyazemskiy,RU,47.54,134.75,18.41,95,46,7.25,scattered clouds
563,Poronaysk,RU,49.22,143.12,24.12,88,4,9.51,clear sky
564,Banda Aceh,ID,5.56,95.32,79.12,81,92,9.4,overcast clouds
565,Talara,PE,-4.58,-81.27,77.0,53,0,17.22,clear sky
566,Henties Bay,NA,-22.12,14.28,63.0,79,20,7.0,few clouds
567,Lower Hutt,NZ,-41.22,174.92,57.2,82,100,2.24,light rain
568,Tawang,IN,27.58,91.87,34.74,81,9,3.58,clear sky
569,Omboue,GA,-1.57,9.26,78.89,86,83,7.52,broken clouds
570,Ugoofaaru,MV,5.67,73.0,82.15,64,17,5.79,few clouds
571,Zyryanovsk,KZ,49.74,84.27,8.74,91,98,0.65,overcast clouds
572,Oktyabrskiy,RU,54.48,53.47,24.84,96,96,12.3,overcast clouds
573,Port Augusta,AU,-32.5,137.77,60.8,82,44,5.82,scattered clouds
574,Ilo,PE,-17.64,-71.34,69.8,73,0,8.05,clear sky
575,Arsenyev,RU,44.16,133.27,20.75,91,100,1.99,overcast clouds
576,Brenes,ES,37.55,-5.87,62.6,59,40,5.82,scattered clouds
577,Marystown,CA,47.17,-55.15,45.0,100,100,10.0,overcast clouds
578,Kashi,CN,39.45,75.98,23.0,73,100,11.18,overcast clouds
579,Kuzhithurai,IN,8.32,77.18,84.2,79,40,1.12,mist
580,Esso,RU,55.93,158.7,7.77,85,100,5.01,overcast clouds
581,Vallenar,CL,-28.57,-70.76,87.06,19,13,9.86,few clouds
582,Amboasary,MG,-25.03,46.38,77.0,83,75,28.86,broken clouds
583,Monrovia,LR,6.3,-10.8,86.0,74,75,6.93,broken clouds
584,Bloemfontein,ZA,-29.12,26.21,73.4,27,0,11.41,clear sky
585,Kutum,SD,14.2,24.67,72.91,20,24,10.85,few clouds
586,Bonthe,SL,7.53,-12.51,83.3,72,32,7.25,light rain
587,Iralaya,HN,15.0,-83.23,80.76,85,69,12.53,moderate rain
588,Itanhandu,BR,-22.3,-44.93,84.2,48,75,6.93,broken clouds
589,Tuy Hoa,VN,13.08,109.3,74.86,90,33,7.43,light rain
590,Usinsk,RU,65.99,57.53,18.23,96,97,10.94,overcast clouds
591,Praia Da Vitoria,PT,38.73,-27.07,60.01,58,20,18.9,few clouds
592,Newton,US,42.34,-71.21,44.01,41,75,13.87,broken clouds
593,Mamallapuram,IN,12.63,80.17,80.6,94,90,4.7,moderate rain
594,Tecoanapa,MX,16.52,-98.75,85.44,56,36,5.35,scattered clouds
595,Djenne,ML,13.91,-4.55,89.51,12,23,8.41,few clouds
596,Usogorsk,RU,63.41,48.69,24.57,95,100,7.72,overcast clouds
597,Guangyuan,CN,32.44,105.82,45.0,99,95,3.0,overcast clouds
598,Suleja,NG,9.18,7.18,91.4,41,0,5.82,clear sky
599,Whitehorse,CA,60.72,-135.05,19.4,85,90,6.93,light snow
600,Dubai,AE,25.26,55.3,78.01,50,20,5.82,few clouds
601,Nagato,JP,34.38,131.2,53.6,81,20,2.24,few clouds
602,Fort Nelson,CA,58.81,-122.7,1.4,84,90,2.24,light snow
603,Broken Hill,AU,-31.95,141.43,66.2,39,0,8.63,clear sky
604,Nantucket,US,41.28,-70.1,44.6,48,1,19.46,clear sky
605,Gat,IL,31.61,34.76,66.99,61,100,4.38,overcast clouds
606,Klyuchi,RU,52.27,79.17,18.21,97,98,4.72,overcast clouds
607,Utica,US,43.1,-75.23,35.6,64,75,10.29,broken clouds
608,Kampot,KH,10.62,104.18,78.8,88,20,1.12,few clouds
609,Naco,MX,31.33,-109.95,60.01,35,0,8.01,clear sky
610,Shimoda,JP,34.67,138.95,46.99,92,63,1.01,broken clouds
611,Baie-Comeau,CA,49.22,-68.15,21.2,62,1,24.16,clear sky
612,Chimore,BO,-16.98,-65.13,102.9,23,16,5.08,few clouds
613,Ostrovnoy,RU,68.05,39.51,32.74,95,92,1.01,overcast clouds
614,Shebalino,RU,51.29,85.68,13.59,91,99,1.95,overcast clouds
615,Havoysund,NO,71.0,24.66,30.2,74,0,21.92,clear sky
616,Chalon-Sur-Saone,FR,46.78,4.85,37.0,93,36,1.01,scattered clouds
617,Buncrana,IE,55.13,-7.45,42.8,100,40,6.93,scattered clouds
618,Kaili,ID,-3.46,120.21,69.57,90,100,2.8,light rain
619,Taltal,CL,-25.4,-70.48,67.37,58,78,8.08,broken clouds
620,Shakawe,BW,-18.37,21.85,78.73,57,69,6.64,light rain
621,Cleves,DE,51.78,6.15,46.0,90,80,1.99,broken clouds
622,Chabahar,IR,25.29,60.64,76.82,65,0,8.52,clear sky
623,Luena,AO,-11.78,19.92,64.69,97,91,8.7,heavy intensity rain
624,Gigmoto,PH,13.78,124.39,78.93,82,26,15.75,scattered clouds
625,Aligudarz,IR,33.4,49.69,41.32,65,0,2.35,clear sky
626,Verkhovazhye,RU,60.75,42.05,29.79,97,100,4.32,overcast clouds
627,Torrevieja,ES,37.98,-0.68,61.0,69,100,9.17,overcast clouds
628,Adrar,MR,20.5,-10.07,73.58,19,52,14.88,broken clouds
629,Kuroishi,JP,40.64,140.59,37.99,75,94,3.62,overcast clouds
630,Glendive,US,47.11,-104.71,21.2,85,1,4.7,clear sky
631,Worthing,GB,50.81,-0.37,52.0,87,20,11.41,few clouds
632,Ambo,PE,-10.13,-76.2,84.2,35,20,8.05,few clouds
633,Champoton,MX,19.35,-90.72,80.6,74,20,11.41,few clouds
634,Kaeo,NZ,-35.1,173.78,66.0,95,100,7.0,light rain
635,Boffa,GN,10.17,-14.03,85.33,67,8,10.74,clear sky
636,Kita,ML,13.03,-9.49,93.38,11,1,3.96,clear sky
637,Bahia Blanca,AR,-38.72,-62.27,76.53,31,20,17.29,few clouds
638,Hutchinson,US,38.06,-97.93,55.0,87,90,17.22,mist
639,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,10.4,85,75,6.71,broken clouds
640,Grand-Bourg,GP,15.88,-61.31,86.0,74,40,10.29,scattered clouds
641,Lohr,DE,49.99,9.58,41.0,94,100,4.56,overcast clouds
642,Centenario Do Sul,BR,-22.82,-51.6,92.98,30,1,8.88,clear sky
643,Panaba,MX,21.28,-88.27,81.79,73,6,7.16,clear sky
644,Biaora,IN,23.87,76.92,64.58,38,0,6.44,clear sky
645,Konakovo,RU,56.7,36.77,33.82,95,100,9.33,overcast clouds
646,Traunstein,DE,47.88,12.65,37.99,93,20,2.24,few clouds
647,Merauke,ID,-8.47,140.33,81.32,84,99,8.88,light rain
648,Kozhva,RU,65.11,57.05,22.78,97,100,9.44,light snow
649,Bunesti,RO,46.83,27.97,39.0,74,0,4.7,clear sky
650,Najran,SA,17.49,44.13,69.8,43,0,8.05,clear sky
651,Quepos,CR,9.42,-84.17,78.8,69,75,14.99,broken clouds
652,Belmonte,BR,-15.86,-38.88,78.8,74,40,16.11,scattered clouds
653,Labuan,MY,5.28,115.24,77.0,94,20,1.12,few clouds
654,Dhidhdhoo,MV,6.88,73.1,82.44,63,33,6.71,scattered clouds
655,Angoche,MZ,-16.23,39.91,83.01,66,10,17.47,clear sky
656,Slave Lake,CA,55.28,-114.77,19.4,100,90,10.29,mist
657,Pochutla,MX,15.74,-96.47,86.0,66,20,4.59,few clouds
658,Wanaka,NZ,-44.7,169.15,46.99,69,75,1.99,broken clouds
659,Kingaroy,AU,-26.53,151.83,68.0,88,90,10.29,overcast clouds
660,Noumea,NC,-22.28,166.46,69.8,83,0,2.24,clear sky
661,Alice Springs,AU,-23.7,133.88,73.4,43,2,3.36,clear sky
662,Leh,IN,34.17,77.58,21.96,86,100,3.65,overcast clouds
663,San Borja,BO,-14.82,-66.85,102.9,26,3,5.66,clear sky
664,Golden Gate,US,26.19,-81.7,80.01,57,1,14.99,clear sky
665,Chumikan,RU,54.72,135.31,5.88,89,0,18.92,clear sky
666,Castlegar,CA,49.3,-117.67,37.4,93,98,9.17,overcast clouds
667,Malpe,IN,13.35,74.72,80.6,74,20,6.82,few clouds
668,Pangai,TO,-19.8,-174.35,77.14,82,100,14.34,overcast clouds
669,Lasa,IT,46.62,10.7,39.2,60,5,1.12,clear sky
670,Southampton,GB,50.9,-1.4,51.8,76,0,11.81,clear sky
671,Egvekinot,RU,66.32,-179.17,20.73,97,100,24.2,light snow
672,Shenzhen,CN,22.55,114.07,75.0,93,39,6.15,scattered clouds
673,Galle,LK,6.04,80.22,80.08,79,99,14.09,overcast clouds
674,San Francisco De Becerra,HN,14.63,-86.1,78.8,88,75,0.92,broken clouds
675,Casper,US,42.87,-106.31,33.01,32,1,2.01,clear sky
676,Tashla,RU,51.77,52.74,26.35,95,100,12.33,overcast clouds
677,Trinidad,BO,-14.83,-64.9,98.6,44,40,5.82,scattered clouds
678,Xunchang,CN,28.45,104.72,51.22,65,100,2.62,overcast clouds
679,Tumut,AU,-35.3,148.22,55.06,88,23,2.64,few clouds
680,Marsabit,KE,2.33,37.99,75.22,54,24,9.31,few clouds
681,Vila,PT,42.03,-8.16,53.01,85,91,7.0,light rain
682,Manta,EC,-0.95,-80.73,77.0,78,75,10.29,broken clouds
683,Tateyama,JP,34.98,139.87,51.01,85,100,3.0,light rain
684,Byron Bay,AU,-28.65,153.62,69.8,83,90,8.05,overcast clouds
685,Tabuk,PH,17.42,121.44,69.42,86,29,3.22,scattered clouds
686,Washington,US,47.5,-120.5,37.0,90,100,2.37,overcast clouds
687,Torres,BR,-29.34,-49.73,78.33,65,0,18.66,clear sky
688,Mercedes,AR,-34.65,-59.43,91.99,42,98,1.01,overcast clouds
689,Bialong,PH,6.98,124.89,75.45,88,79,1.68,broken clouds
690,Formosa,AR,-26.18,-58.18,98.6,23,0,17.22,clear sky
