City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
286,Araouane,ML,2020-11-20 01:15:30,18.9,-3.53,73.74,21,0,9.06
287,Katsuura,JP,2020-11-20 01:15:30,35.13,140.3,73.4,83,75,27.51
288,Yanam,IN,2020-11-20 01:10:33,16.73,82.22,75.2,78,99,8.05
289,Quatre Cocos,MU,2020-11-20 01:12:55,-20.21,57.76,71.01,88,75,9.6
290,Ouargaye,BF,2020-11-20 01:15:31,11.5,0.06,73.92,26,49,8.68
291,Mahina,PF,2020-11-20 01:15:31,-17.51,-149.49,84.2,70,75,10.29
292,Palana,RU,2020-11-20 01:15:31,59.12,159.97,17.89,93,100,13.6
293,Brae,GB,2020-11-20 01:15:31,60.4,-1.35,35.6,74,81,5.82
294,Mar Del Plata,AR,2020-11-20 01:15:00,-38.0,-57.56,61.0,87,0,4.7
295,Macherla,IN,2020-11-20 01:15:32,16.48,79.43,69.98,89,99,4.05
296,Fukue,JP,2020-11-20 01:15:32,32.69,128.84,60.8,77,75,10.29
297,Beyneu,KZ,2020-11-20 01:15:32,45.32,55.2,20.46,77,0,7.94
298,Chyhyryn,UA,2020-11-20 01:15:32,49.08,32.66,29.16,97,0,9.17
299,Sao Jose Da Coroa Grande,BR,2020-11-20 01:15:32,-8.9,-35.15,78.17,82,93,10.42
300,Erenhot,CN,2020-11-20 01:15:33,43.65,111.98,21.72,87,0,8.25
301,Peniche,PT,2020-11-20 01:15:33,39.36,-9.38,60.01,86,0,5.01
302,Kungurtug,RU,2020-11-20 01:15:33,50.6,97.52,-4.81,87,99,0.65
303,Ijui,BR,2020-11-20 01:15:33,-28.39,-53.91,67.95,56,86,5.14
304,Kangaba,ML,2020-11-20 01:15:33,11.93,-8.42,72.41,33,99,3.04
305,Sakakah,SA,2020-11-20 01:12:20,29.97,40.21,55.4,58,0,6.93
306,Sangar,RU,2020-11-20 01:15:34,63.92,127.47,-12.73,89,100,4.85
307,Avera,US,2020-11-20 01:15:34,33.19,-82.53,50.0,93,1,6.51
308,Sidney,AU,2020-11-20 01:15:20,-33.87,151.21,84.99,51,0,11.41
309,Saint-Pierre,RE,2020-11-20 01:15:35,-21.34,55.48,69.8,56,20,9.17
310,Svetlogorsk,BY,2020-11-20 01:15:35,52.63,29.73,35.76,85,100,15.64
311,Luganville,VU,2020-11-20 01:15:35,-15.53,167.17,82.4,78,75,10.29
312,San Cristobal,VE,2020-11-20 01:14:28,7.77,-72.22,66.85,87,27,1.34
313,Balfour,ZA,2020-11-20 01:15:36,-26.66,28.59,64.99,94,24,8.99
314,Spring Hill,US,2020-11-20 01:15:36,28.48,-82.53,66.2,77,1,9.17
315,Plettenberg Bay,ZA,2020-11-20 01:15:36,-34.05,23.37,58.28,80,0,5.91
316,Korhogo,CI,2020-11-20 01:15:36,9.45,-5.63,72.41,49,0,2.04
317,Porbandar,IN,2020-11-20 01:11:00,21.64,69.61,70.99,33,0,13.56
318,Qinhuangdao,CN,2020-11-20 01:15:37,39.93,119.59,36.07,70,0,4.99
319,Urengoy,RU,2020-11-20 01:15:37,65.97,78.37,9.48,95,100,12.01
320,Vao,NC,2020-11-20 01:15:37,-22.67,167.48,73.83,74,32,16.42
321,Tezu,IN,2020-11-20 01:15:37,27.92,96.17,63.43,49,31,2.53
322,Bastrop,US,2020-11-20 01:13:57,32.76,-91.87,60.8,87,1,6.93
323,Manggar,ID,2020-11-20 01:15:38,-2.88,108.27,84.18,68,100,0.43
324,Mukhen,RU,2020-11-20 01:15:38,48.1,136.1,25.27,91,100,5.3
325,Yulara,AU,2020-11-20 01:15:38,-25.24,130.99,93.2,18,2,6.93
326,Mahajanga,MG,2020-11-20 01:15:38,-15.72,46.32,77.0,88,20,2.24
327,Puerto Leguizamo,CO,2020-11-20 01:15:38,-0.19,-74.78,76.23,90,71,2.62
328,Birao,CF,2020-11-20 01:15:39,10.28,22.79,74.39,38,5,4.85
329,Palmer,US,2020-11-20 01:15:39,42.16,-72.33,39.2,60,75,8.05
330,Labuan,MY,2020-11-20 01:15:39,5.28,115.24,80.6,94,20,1.12
331,Camacha,PT,2020-11-20 01:15:39,33.08,-16.33,68.0,77,40,10.29
332,Kano,NG,2020-11-20 01:15:40,12.0,8.52,60.8,82,45,4.7
333,Bathsheba,BB,2020-11-20 01:15:40,13.22,-59.52,80.6,78,40,20.8
334,Rundu,NA,2020-11-20 01:15:40,-17.93,19.77,72.32,74,100,1.79
335,Mount Gambier,AU,2020-11-20 01:15:40,-37.83,140.77,62.6,72,90,12.75
336,Raudeberg,NO,2020-11-20 01:15:40,61.99,5.14,39.2,60,100,19.46
337,Sambava,MG,2020-11-20 01:12:57,-14.27,50.17,72.48,83,32,8.55
338,Celestun,MX,2020-11-20 01:15:41,20.87,-90.4,77.41,81,0,18.57
339,Khani,GE,2020-11-20 01:15:41,41.96,42.96,48.2,57,90,19.46
340,Aklavik,CA,2020-11-20 01:15:41,68.22,-135.01,-4.0,76,20,3.36
341,Norton,ZW,2020-11-20 01:15:41,-17.88,30.7,66.99,71,42,1.01
342,Lompoc,US,2020-11-20 01:15:42,34.64,-120.46,69.8,40,1,11.41
343,Hvide Sande,DK,2020-11-20 01:15:42,56.0,8.13,41.0,68,87,3.0
344,Dubbo,AU,2020-11-20 01:15:42,-32.25,148.62,91.4,29,53,16.11
345,Puksoozero,RU,2020-11-20 01:15:42,62.59,40.61,43.92,80,100,16.98
346,Upernavik,GL,2020-11-20 01:15:43,72.79,-56.15,27.14,92,98,6.55
347,Madingou,CG,2020-11-20 01:15:43,-4.15,13.55,72.68,94,100,1.07
348,Breves,BR,2020-11-20 01:15:43,-1.68,-50.48,74.5,92,100,3.06
349,Bandiagara,ML,2020-11-20 01:15:43,14.35,-3.61,73.4,56,0,4.7
350,Tshane,BW,2020-11-20 01:15:43,-24.02,21.87,78.31,23,100,8.57
351,Puerto Del Rosario,ES,2020-11-20 01:15:44,28.5,-13.86,69.8,77,90,12.75
352,Flinders,AU,2020-11-20 01:11:14,-34.58,150.86,93.0,55,0,9.17
353,Vanimo,PG,2020-11-20 01:15:44,-2.67,141.3,85.69,66,100,3.29
354,Nome,US,2020-11-20 01:15:44,64.5,-165.41,21.2,79,90,20.8
355,Lagoa,PT,2020-11-20 01:15:45,39.05,-27.98,59.45,75,5,16.15
356,Peruibe,BR,2020-11-20 01:15:45,-24.32,-47.0,64.17,89,100,3.44
357,Walla Walla,US,2020-11-20 01:15:45,46.06,-118.34,46.99,61,1,10.29
358,Mana,GF,2020-11-20 01:15:45,5.66,-53.78,76.55,92,100,8.41
359,Springbok,ZA,2020-11-20 01:15:46,-29.66,17.89,62.82,37,0,15.12
360,Poronaysk,RU,2020-11-20 01:15:46,49.22,143.12,24.49,82,100,11.7
361,Tigzirt,DZ,2020-11-20 01:15:46,36.89,4.12,58.42,76,67,6.44
362,Roseto Degli Abruzzi,IT,2020-11-20 01:15:46,42.67,14.02,53.6,93,94,4.7
363,Praia,CV,2020-11-20 01:15:47,14.92,-23.51,77.0,83,0,17.22
364,Ayr,GB,2020-11-20 01:15:47,55.46,-4.63,41.0,86,75,5.82
365,Sri Aman,MY,2020-11-20 01:15:47,1.24,111.46,75.2,100,40,2.24
366,Mengcheng,CN,2020-11-20 01:15:47,33.26,116.57,47.01,55,9,13.35
367,Coruripe,BR,2020-11-20 01:13:50,-10.13,-36.18,78.42,79,98,15.14
368,San Policarpo,PH,2020-11-20 01:15:48,12.18,125.51,83.89,75,71,6.67
369,Trincomalee,LK,2020-11-20 01:15:48,8.57,81.23,80.56,77,79,8.41
370,Arman,RU,2020-11-20 01:13:07,59.7,150.17,7.81,85,1,10.11
371,Wawa,NG,2020-11-20 01:15:48,9.9,4.42,72.5,32,95,6.24
372,Gamba,GA,2020-11-20 01:15:49,-2.65,10.0,75.63,93,100,4.34
373,Ateptsevo,RU,2020-11-20 01:15:49,55.32,36.75,32.0,91,90,15.66
374,Yenagoa,NG,2020-11-20 01:15:49,4.92,6.26,75.85,91,100,2.93
375,Bestobe,KZ,2020-11-20 01:15:49,52.5,73.1,12.06,94,0,15.97
376,Dharangaon,IN,2020-11-20 01:15:50,21.02,75.27,72.5,43,12,1.45
377,Chumikan,RU,2020-11-20 01:15:50,54.72,135.31,7.79,88,0,21.45
378,Motygino,RU,2020-11-20 01:15:50,58.18,94.76,14.54,95,100,9.8
379,Vanino,RU,2020-11-20 01:15:50,49.09,140.25,25.77,74,100,9.4
380,Ixtapa,MX,2020-11-20 01:15:50,20.7,-105.2,82.4,74,5,5.82
381,Paamiut,GL,2020-11-20 01:15:51,61.99,-49.67,31.46,94,77,6.04
382,Rio Verde De Mato Grosso,BR,2020-11-20 01:15:51,-18.92,-54.84,73.51,57,10,5.82
383,Launceston,AU,2020-11-20 01:15:51,-41.45,147.17,78.01,35,100,18.34
384,Hasaki,JP,2020-11-20 01:15:51,35.73,140.83,73.4,78,75,11.41
385,Sur,OM,2020-11-20 01:15:51,22.57,59.53,74.82,66,0,10.02
386,Bognor Regis,GB,2020-11-20 01:15:52,50.78,-0.68,42.01,94,96,7.61
387,Santa Ana,US,2020-11-20 01:12:54,33.75,-117.87,66.2,63,20,4.7
388,Gualaquiza,EC,2020-11-20 01:15:52,-3.4,-78.55,64.2,86,100,0.67
389,Corn Island,NI,2020-11-20 01:15:52,12.17,-83.04,81.64,80,0,13.02
390,Tiznit,MA,2020-11-20 01:15:52,29.58,-9.5,66.15,36,100,8.1
391,Labuhan,ID,2020-11-20 01:15:53,-6.88,112.21,84.88,71,85,6.31
392,Nizhniy Kuranakh,RU,2020-11-20 01:15:53,58.84,125.49,-2.16,90,98,1.83
393,Guarda,PT,2020-11-20 01:15:53,40.54,-7.27,55.0,29,8,10.0
394,Gulbene,LV,2020-11-20 01:15:54,57.18,26.75,38.39,80,100,12.44
395,Juneau,US,2020-11-20 01:15:54,58.3,-134.42,17.01,100,100,7.07
396,Jiangyou,CN,2020-11-20 01:14:15,31.77,104.72,60.19,49,95,0.81
397,Rawson,AR,2020-11-20 01:15:54,-43.3,-65.1,72.14,36,63,26.08
398,Takab,IR,2020-11-20 01:15:54,36.4,47.11,35.64,85,100,6.64
399,Mindelo,CV,2020-11-20 01:15:55,16.89,-24.98,77.0,73,75,14.99
400,Moberly,US,2020-11-20 01:15:24,39.42,-92.44,66.0,50,0,3.0
401,Anchorage,US,2020-11-20 01:15:55,61.22,-149.9,16.0,72,20,6.93
402,Leningradskiy,RU,2020-11-20 01:15:55,69.38,178.42,26.87,98,100,2.1
403,Mocajuba,BR,2020-11-20 01:15:55,-2.58,-49.51,72.72,95,100,1.54
404,Kaspiyskiy,RU,2020-11-20 01:15:56,45.39,47.37,39.34,72,4,24.05
405,Osa,RU,2020-11-20 01:15:56,57.28,55.46,23.38,93,100,16.15
406,Lithakia,GR,2020-11-20 01:15:56,37.72,20.83,44.6,75,0,3.36
407,Castel Goffredo,IT,2020-11-20 01:15:56,45.3,10.48,46.4,100,100,6.93
408,Buchanan,LR,2020-11-20 01:15:56,5.88,-10.05,77.0,94,75,4.83
409,Dalbandin,PK,2020-11-20 01:15:57,28.89,64.41,43.29,57,0,6.87
410,Olafsvik,IS,2020-11-20 01:15:57,64.89,-23.71,35.31,92,100,20.38
411,Kajaani,FI,2020-11-20 01:15:57,64.23,27.73,30.2,86,90,13.87
412,Tuskegee,US,2020-11-20 01:15:57,32.42,-85.69,55.4,58,1,5.82
413,Majene,ID,2020-11-20 01:12:27,-3.54,118.97,81.36,81,100,3.78
414,Saint-Georges,GD,2020-11-20 01:15:58,12.06,-61.75,82.4,78,20,11.41
415,Klaksvik,FO,2020-11-20 01:15:58,62.23,-6.59,37.4,67,90,14.99
416,Grindavik,IS,2020-11-20 01:15:58,63.84,-22.43,35.6,93,90,10.29
417,Tavda,RU,2020-11-20 01:15:58,58.04,65.27,23.79,88,100,13.2
418,Bima,ID,2020-11-20 01:15:58,-8.47,118.72,92.1,47,39,3.04
419,Lata,PT,2020-11-20 01:15:59,40.16,-8.33,61.0,88,0,4.63
420,Madona,LV,2020-11-20 01:15:59,56.85,26.22,37.83,83,100,11.7
421,Marsa Matruh,EG,2020-11-20 01:15:59,31.35,27.25,59.0,82,40,8.05
422,Adiake,CI,2020-11-20 01:15:59,5.29,-3.3,80.6,83,20,5.82
423,Vuktyl,RU,2020-11-20 01:16:00,63.86,57.31,35.6,89,100,19.39
424,Carutapera,BR,2020-11-20 01:16:00,-1.2,-46.02,77.97,86,99,4.29
425,Saint-Joseph,RE,2020-11-20 01:16:00,-21.37,55.62,69.8,56,20,9.17
426,Torbay,CA,2020-11-20 01:16:00,47.67,-52.73,28.99,53,90,23.04
427,Necochea,AR,2020-11-20 01:11:32,-38.55,-58.74,57.0,76,0,10.0
428,Oktyabrskoye,RU,2020-11-20 01:16:01,43.06,44.74,35.6,93,100,2.24
429,New Philadelphia,US,2020-11-20 01:16:01,40.49,-81.45,60.8,26,1,10.29
430,Kruisfontein,ZA,2020-11-20 01:16:01,-34.0,24.73,51.01,96,0,3.58
431,San Buenaventura,MX,2020-11-20 01:16:01,27.08,-101.53,80.6,44,20,8.05
432,Los Alamos,US,2020-11-20 01:16:02,35.89,-106.31,59.0,18,1,4.7
433,Cento,IT,2020-11-20 01:16:02,44.73,11.29,45.0,100,90,3.36
434,Port Macquarie,AU,2020-11-20 01:16:02,-31.43,152.92,89.01,41,78,3.0
435,Souris,CA,2020-11-20 01:16:02,49.62,-100.26,28.0,85,90,9.17
436,Mao,ES,2020-11-20 01:16:02,39.89,4.27,59.0,54,99,24.16
437,Vila Velha,BR,2020-11-20 01:11:40,-20.33,-40.29,82.0,88,20,16.11
438,Santa Maria,BR,2020-11-20 01:16:03,-29.68,-53.81,62.6,88,75,8.05
439,Egvekinot,RU,2020-11-20 01:16:03,66.32,-179.17,24.3,98,100,6.42
440,College,US,2020-11-20 01:16:03,64.86,-147.8,7.0,69,20,2.1
441,Parkes,AU,2020-11-20 01:16:03,-33.13,148.18,97.0,22,0,3.0
442,Alihe,CN,2020-11-20 01:13:15,50.57,123.72,19.63,77,100,2.26
443,Mehamn,NO,2020-11-20 01:12:09,71.04,27.85,34.39,92,100,30.8
444,Kodinsk,RU,2020-11-20 01:16:04,58.69,99.18,12.45,94,100,6.55
445,Hambantota,LK,2020-11-20 01:16:04,6.12,81.12,73.4,100,20,1.12
446,Wajir,KE,2020-11-20 01:16:04,1.75,40.06,78.13,71,17,10.8
447,Kandla,IN,2020-11-20 01:16:05,23.03,70.22,71.31,39,3,10.07
448,La Trinidad,PH,2020-11-20 01:16:05,16.45,120.59,72.55,72,84,1.21
449,Williams Lake,CA,2020-11-20 01:16:05,52.14,-122.14,21.2,92,90,11.41
450,Dharchula,IN,2020-11-20 01:16:05,29.85,80.53,43.77,42,0,6.69
451,Aktas,KZ,2020-11-20 01:16:05,49.78,72.96,10.4,78,90,2.24
452,Tulun,RU,2020-11-20 01:16:06,54.56,100.58,14.43,91,100,10.8
453,Waingapu,ID,2020-11-20 01:16:06,-9.66,120.26,89.02,55,0,9.55
454,Monte Alegre,BR,2020-11-20 01:16:06,-2.01,-54.07,76.82,88,100,2.82
455,Isangel,VU,2020-11-20 01:16:06,-19.55,169.27,84.2,62,75,5.82
456,Roma,US,2020-11-20 01:11:26,43.21,-75.46,46.4,45,1,4.7
457,Berdigestyakh,RU,2020-11-20 01:16:06,62.1,126.7,-6.2,90,100,5.73
458,Urucara,BR,2020-11-20 01:16:07,-2.54,-57.76,79.11,76,85,2.28
459,Hofn,IS,2020-11-20 01:16:07,64.25,-15.21,38.19,95,100,11.05
460,Ibadan,NG,2020-11-20 01:16:07,7.39,3.9,71.04,89,36,2.24
461,La Romana,DO,2020-11-20 01:13:36,18.43,-68.97,73.4,94,75,9.95
462,Minbu,MM,2020-11-20 01:16:07,20.18,94.88,68.88,79,0,4.5
463,La Paz,BO,2020-11-20 01:12:55,-16.5,-68.15,48.2,66,40,8.05
464,Noumea,NC,2020-11-20 01:14:35,-22.28,166.46,86.0,48,20,14.99
465,Matara,LK,2020-11-20 01:16:08,5.95,80.54,76.82,88,98,1.34
466,Karla,EE,2020-11-20 01:16:08,59.37,24.93,35.01,77,75,19.46
467,Honningsvag,NO,2020-11-20 01:16:08,70.98,25.97,35.22,93,100,34.61
468,Caravelas,BR,2020-11-20 01:16:08,-17.71,-39.25,75.83,91,100,9.13
469,Grand Gaube,MU,2020-11-20 01:16:09,-20.01,57.66,71.01,83,53,4.0
470,Samastipur,IN,2020-11-20 01:16:09,25.85,85.78,69.1,60,75,3.2
471,Americus,US,2020-11-20 01:13:14,32.07,-84.23,57.99,76,90,4.7
472,Prince George,CA,2020-11-20 01:13:07,53.92,-122.75,19.4,79,90,6.93
473,Berlin,DE,2020-11-20 01:14:06,52.52,13.41,41.0,80,0,11.41
474,Atbasar,KZ,2020-11-20 01:16:10,51.8,68.33,10.29,96,97,10.11
475,Bardstown,US,2020-11-20 01:16:10,37.81,-85.47,57.2,32,1,6.93
476,Barmer,IN,2020-11-20 01:16:10,25.75,71.38,60.78,32,0,5.17
477,Saint-Michel-Des-Saints,CA,2020-11-20 01:16:10,46.68,-73.92,25.0,92,100,6.51
478,Palembang,ID,2020-11-20 01:16:10,-2.92,104.75,82.4,78,75,4.7
479,Port Hawkesbury,CA,2020-11-20 01:11:36,45.62,-61.35,30.0,54,90,6.93
480,Ilo,PE,2020-11-20 01:16:11,-17.64,-71.34,63.19,78,4,4.74
481,Sturgeon Bay,US,2020-11-20 01:16:11,44.83,-87.38,51.8,66,1,6.93
482,Russell,US,2020-11-20 01:15:02,32.35,-85.2,57.2,81,1,5.06
483,Bojnurd,IR,2020-11-20 01:16:11,37.47,57.33,32.0,87,90,4.7
484,Sinnamary,GF,2020-11-20 01:16:12,5.38,-52.95,76.01,88,100,6.51
485,Kavaratti,IN,2020-11-20 01:13:13,10.57,72.64,82.22,78,90,10.69
486,Cabo San Lucas,MX,2020-11-20 01:12:57,22.89,-109.91,84.2,42,5,4.7
487,Chatrapur,IN,2020-11-20 01:16:12,19.35,84.98,73.26,80,24,3.11
488,Ancud,CL,2020-11-20 01:14:32,-41.87,-73.82,55.0,87,0,11.41
489,Lorengau,PG,2020-11-20 01:16:13,-2.02,147.27,84.88,72,100,5.17
490,Novodugino,RU,2020-11-20 01:16:13,55.63,34.28,32.9,92,100,18.05
491,Phalaborwa,ZA,2020-11-20 01:16:13,-23.94,31.14,68.22,74,100,15.64
492,Karangampel,ID,2020-11-20 01:16:13,-6.46,108.45,85.46,65,100,7.4
493,Nautla,MX,2020-11-20 01:16:13,20.22,-96.78,73.13,73,67,5.3
494,Zhigalovo,RU,2020-11-20 01:12:47,54.81,105.16,11.08,90,100,4.94
495,Brest,BY,2020-11-20 01:13:46,52.1,23.7,44.17,77,100,13.69
496,Cayambe,EC,2020-11-20 01:16:14,0.05,-78.13,57.2,87,90,5.82
497,Hovd,MN,2020-11-20 01:16:14,48.01,91.64,6.93,75,0,5.08
498,La Sarre,CA,2020-11-20 01:16:14,48.8,-79.2,35.91,88,95,9.6
499,Altamont,US,2020-11-20 01:16:15,42.21,-121.74,42.8,41,1,2.39
500,Talaya,RU,2020-11-20 01:16:15,61.38,152.75,-2.88,88,100,2.66
501,Rio Claro,BR,2020-11-20 01:13:49,-22.41,-47.56,66.2,82,0,14.99
502,Mastic Beach,US,2020-11-20 01:16:15,40.77,-72.85,50.0,66,1,14.99
503,Yar-Sale,RU,2020-11-20 01:16:15,66.83,70.83,20.53,97,100,18.48
504,Shediac,CA,2020-11-20 01:16:16,46.22,-64.54,30.99,92,90,5.82
505,Solnechnyy,RU,2020-11-20 01:16:16,50.72,136.63,20.14,78,100,4.29
506,Lashio,MM,2020-11-20 01:16:16,22.93,97.75,56.32,85,0,0.85
507,Imperatriz,BR,2020-11-20 01:16:16,-5.53,-47.49,72.3,96,100,4.14
508,Pilu,RO,2020-11-20 01:16:16,46.57,21.35,39.99,100,1,1.12
509,Leua,SK,2020-11-20 01:16:16,48.22,18.61,46.99,98,100,9.53
510,Gogrial,SS,2020-11-20 01:16:17,8.53,28.1,75.65,43,51,3.91
511,Mongo,TD,2020-11-20 01:16:17,12.18,18.69,71.89,24,0,6.04
512,Zorritos,PE,2020-11-20 01:16:17,-3.68,-80.68,71.65,72,100,4.52
513,Hualmay,PE,2020-11-20 01:16:17,-11.1,-77.61,64.78,82,57,6.98
514,Severnyy,RU,2020-11-20 01:16:18,50.68,36.55,21.2,100,90,6.71
515,Senador Jose Porfirio,BR,2020-11-20 01:16:18,-2.59,-51.95,74.55,94,100,2.37
516,Jawhar,SO,2020-11-20 01:16:18,2.78,45.5,73.98,94,26,6.22
517,Candido De Abreu,BR,2020-11-20 01:16:18,-24.57,-51.33,62.13,85,9,3.0
518,Mount Pleasant,US,2020-11-20 01:16:18,32.79,-79.86,57.99,76,90,12.71
519,Tongzi,CN,2020-11-20 01:16:19,28.78,105.09,64.56,56,93,2.86
520,Xifeng,CN,2020-11-20 01:16:19,42.74,124.72,19.72,93,97,7.52
521,Bogorodskoye,RU,2020-11-20 01:16:19,56.55,37.88,32.65,91,100,19.13
522,Hay River,CA,2020-11-20 01:16:20,60.82,-115.8,-4.0,76,40,8.05
523,Souillac,MU,2020-11-20 01:16:20,-20.52,57.52,69.8,88,75,6.85
524,Laguna,US,2020-11-20 01:13:13,38.42,-121.42,57.99,62,1,4.7
525,Japura,ID,2020-11-20 01:16:20,-0.32,102.35,78.57,86,76,2.28
526,Tateyama,JP,2020-11-20 01:16:21,34.98,139.87,73.4,83,75,27.51
527,Boguchar,RU,2020-11-20 01:16:21,49.94,40.55,13.91,95,0,7.27
528,Rwamagana,RW,2020-11-20 01:16:21,-1.95,30.43,64.4,88,20,3.36
529,Yenangyaung,MM,2020-11-20 01:16:21,20.47,94.88,69.46,75,0,4.54
530,Merauke,ID,2020-11-20 01:16:21,-8.47,140.33,87.28,66,95,9.8
531,Ponta Delgada,PT,2020-11-20 01:16:22,37.73,-25.67,60.8,87,40,19.46
532,Ibicarai,BR,2020-11-20 01:16:22,-14.87,-39.59,80.6,94,75,8.05
533,Zaozerne,UA,2020-11-20 01:16:22,45.16,33.28,42.67,76,22,18.52
534,Pacific Grove,US,2020-11-20 01:16:08,36.62,-121.92,57.2,82,1,8.05
535,Reconquista,AR,2020-11-20 01:16:22,-29.15,-59.65,68.74,61,0,11.5
536,Miles City,US,2020-11-20 01:16:23,46.41,-105.84,44.6,45,90,8.05
537,Pemba,MZ,2020-11-20 01:16:23,-12.97,40.52,78.8,94,40,12.75
538,Shimoda,JP,2020-11-20 01:16:23,34.67,138.95,75.2,78,75,23.04
539,Mutoko,ZW,2020-11-20 01:16:23,-17.4,32.23,69.1,54,25,4.85
540,Miraflores,MX,2020-11-20 01:16:24,19.22,-98.81,68.0,34,5,9.17
541,Pitanga,BR,2020-11-20 01:11:44,-24.76,-51.76,57.79,82,6,2.93
542,Los Llanos De Aridane,ES,2020-11-20 01:16:24,28.66,-17.92,68.0,77,40,8.05
543,Sistranda,NO,2020-11-20 01:16:24,63.73,8.83,37.4,72,75,27.51
544,Pali,IN,2020-11-20 01:16:24,25.77,73.33,58.73,33,0,6.71
545,Beloha,MG,2020-11-20 01:16:25,-25.17,45.05,65.66,92,2,5.37
546,Salalah,OM,2020-11-20 01:16:25,17.02,54.09,75.2,50,0,5.82
547,Porto Belo,BR,2020-11-20 01:16:25,-27.16,-48.55,71.01,72,20,4.7
548,Lusambo,CD,2020-11-20 01:16:25,-4.97,23.45,69.69,96,100,1.19
549,Rondonopolis,BR,2020-11-20 01:11:32,-16.47,-54.64,74.1,78,12,2.08
550,Savonlinna,FI,2020-11-20 01:16:26,61.87,28.88,32.0,95,90,10.29
551,Bielsko-Biala,PL,2020-11-20 01:16:26,49.82,19.05,45.0,3,100,4.0
552,Vyselki,RU,2020-11-20 01:16:26,45.58,39.66,39.04,75,71,14.99
553,Tapes,BR,2020-11-20 01:16:26,-30.67,-51.4,64.0,71,3,8.01
554,Karpathos,GR,2020-11-20 01:16:27,35.51,27.21,57.2,82,61,16.11
555,Sujiatun,CN,2020-11-20 01:16:27,41.66,123.34,24.8,62,90,4.47
556,Remanso,BR,2020-11-20 01:16:27,-9.62,-42.08,72.57,90,100,8.88
557,Voskresensk,RU,2020-11-20 01:16:27,55.31,38.66,32.0,93,75,13.42
558,Natchez,US,2020-11-20 01:16:27,31.56,-91.4,62.6,72,1,8.05
559,El Fuerte,MX,2020-11-20 01:16:28,26.42,-108.62,84.04,30,0,7.14
560,Dieppe,FR,2020-11-20 01:16:28,49.75,1.17,43.0,93,93,0.58
561,Salekhard,RU,2020-11-20 01:16:28,66.53,66.6,21.87,97,100,12.35
562,Asau,RO,2020-11-20 01:16:28,46.43,26.4,34.0,44,39,4.59
563,Arlit,NE,2020-11-20 01:16:28,18.74,7.39,65.95,27,54,5.68
564,Biloela,AU,2020-11-20 01:16:29,-24.42,150.5,85.14,44,3,13.65
565,Tianpeng,CN,2020-11-20 01:16:29,30.99,103.94,61.0,1,100,1.79
566,Dwarka,IN,2020-11-20 01:16:29,22.24,68.97,74.77,40,0,13.27
567,Powell,US,2020-11-20 01:16:29,40.16,-83.08,59.0,30,1,16.11
568,Kovernino,RU,2020-11-20 01:16:29,57.13,43.81,30.6,92,93,17.94
569,Cap Malheureux,MU,2020-11-20 01:16:29,-19.98,57.61,71.01,83,46,4.0
570,Boa Vista,BR,2020-11-20 01:11:49,2.82,-60.67,82.4,69,0,4.7
571,Shelburne,CA,2020-11-20 01:16:30,44.08,-80.2,51.8,50,100,8.05
572,Uchaly,RU,2020-11-20 01:16:30,54.3,59.45,16.23,89,0,6.89
